Date,Province,New_Cases,Total_Cases,Growth_Factor_of_New_Cases,New_Deaths,Total_Deaths,Growth_Factor_of_New_Deaths,New_Recovered,Total_Recovered,New_Active_Cases,Total_Active_Cases,Vaccinated,Vaccinated_Cumulative,Fully_Vaccinated,Fully_Vaccinated_Cumulative
2020-03-26,Aceh,1,1,,0,0,,0,1,1,0,,,,
2020-03-27,Aceh,3,4,3,0,0,1,0,1,3,3,,,,
2020-03-28,Aceh,1,5,0.33,0,0,1,0,1,1,4,,,,
2020-03-29,Aceh,0,5,0,0,0,1,0,1,0,4,,,,
2020-03-30,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-03-31,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-01,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-02,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-03,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-04,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-05,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-06,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-07,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-08,Aceh,0,5,1,0,0,1,0,1,0,4,,,,
2020-04-09,Aceh,0,5,1,0,0,1,1,2,-1,3,,,,
2020-04-10,Aceh,0,5,1,0,0,1,0,2,0,3,,,,
2020-04-11,Aceh,0,5,1,0,0,1,0,2,0,3,,,,
2020-04-12,Aceh,0,5,1,0,0,1,0,2,0,3,,,,
2020-04-13,Aceh,0,5,1,0,0,1,2,4,-2,1,,,,
2020-04-14,Aceh,0,5,1,0,0,1,0,4,0,1,,,,
2020-04-15,Aceh,0,5,1,0,0,1,0,4,0,1,,,,
2020-04-16,Aceh,0,5,1,0,0,1,0,4,0,1,,,,
2020-04-17,Aceh,0,5,1,0,0,1,0,4,0,1,,,,
2020-04-18,Aceh,1,6,,0,0,1,0,4,1,2,,,,
2020-04-19,Aceh,1,7,1,0,0,1,0,4,1,3,,,,
2020-04-20,Aceh,0,7,0,0,0,1,0,4,0,3,,,,
2020-04-21,Aceh,0,7,1,0,0,1,0,4,0,3,,,,
2020-04-22,Aceh,0,7,1,0,0,1,0,4,0,3,,,,
2020-04-23,Aceh,0,7,1,1,1,,0,4,-1,2,,,,
2020-04-24,Aceh,1,8,,0,1,0,0,4,1,3,,,,
2020-04-25,Aceh,1,9,1,0,1,1,0,4,1,4,,,,
2020-04-26,Aceh,0,9,0,0,1,1,0,4,0,4,,,,
2020-04-27,Aceh,0,9,1,0,1,1,1,5,-1,3,,,,
2020-04-28,Aceh,0,9,1,0,1,1,1,6,-1,2,,,,
2020-04-29,Aceh,0,9,1,0,1,1,1,7,-1,1,,,,
2020-04-30,Aceh,1,10,,0,1,1,0,7,1,2,,,,
2020-05-01,Aceh,1,11,1,0,1,1,0,7,1,3,,,,
2020-05-02,Aceh,0,11,0,0,1,1,0,7,0,3,,,,
2020-05-03,Aceh,1,12,,0,1,1,2,9,-1,2,,,,
2020-05-04,Aceh,0,12,0,0,1,1,0,9,0,2,,,,
2020-05-05,Aceh,0,12,1,0,1,1,0,9,0,2,,,,
2020-05-06,Aceh,5,17,,0,1,1,0,9,5,7,,,,
2020-05-07,Aceh,0,17,0,0,1,1,0,9,0,7,,,,
2020-05-08,Aceh,0,17,1,0,1,1,3,12,-3,4,,,,
2020-05-09,Aceh,0,17,1,0,1,1,0,12,0,4,,,,
2020-05-10,Aceh,0,17,1,0,1,1,0,12,0,4,,,,
2020-05-11,Aceh,0,17,1,0,1,1,1,13,-1,3,,,,
2020-05-12,Aceh,0,17,1,0,1,1,0,13,0,3,,,,
2020-05-13,Aceh,0,17,1,0,1,1,1,14,-1,2,,,,
2020-05-14,Aceh,0,17,1,0,1,1,0,14,0,2,,,,
2020-05-15,Aceh,0,17,1,0,1,1,0,14,0,2,,,,
2020-05-16,Aceh,1,18,,0,1,1,2,16,-1,1,,,,
2020-05-17,Aceh,0,18,0,0,1,1,0,16,0,1,,,,
2020-05-18,Aceh,0,18,1,0,1,1,0,16,0,1,,,,
2020-05-19,Aceh,0,18,1,0,1,1,0,16,0,1,,,,
2020-05-20,Aceh,0,18,1,0,1,1,0,16,0,1,,,,
2020-05-21,Aceh,0,18,1,0,1,1,0,16,0,1,,,,
2020-05-22,Aceh,1,19,,0,1,1,1,17,0,1,,,,
2020-05-23,Aceh,0,19,0,0,1,1,1,18,-1,0,,,,
2020-05-24,Aceh,0,19,1,0,1,1,0,18,0,0,,,,
2020-05-25,Aceh,0,19,1,0,1,1,0,18,0,0,,,,
2020-05-26,Aceh,0,19,1,0,1,1,0,18,0,0,,,,
2020-05-27,Aceh,0,19,1,0,1,1,0,18,0,0,,,,
2020-05-28,Aceh,1,20,,0,1,1,0,18,1,1,,,,
2020-05-29,Aceh,0,20,0,0,1,1,0,18,0,1,,,,
2020-05-30,Aceh,0,20,1,0,1,1,0,18,0,1,,,,
2020-05-31,Aceh,0,20,1,0,1,1,0,18,0,1,,,,
2020-06-01,Aceh,0,20,1,0,1,1,0,18,0,1,,,,
2020-06-02,Aceh,0,20,1,0,1,1,0,18,0,1,,,,
2020-06-03,Aceh,0,20,1,0,1,1,1,19,-1,0,,,,
2020-06-04,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-05,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-06,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-07,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-08,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-09,Aceh,0,20,1,0,1,1,0,19,0,0,,,,
2020-06-10,Aceh,2,22,,0,1,1,0,19,2,2,,,,
2020-06-11,Aceh,0,22,0,0,1,1,0,19,0,2,,,,
2020-06-12,Aceh,0,22,1,0,1,1,0,19,0,2,,,,
2020-06-13,Aceh,0,22,1,0,1,1,1,20,-1,1,,,,
2020-06-14,Aceh,5,27,,0,1,1,0,20,5,6,,,,
2020-06-15,Aceh,0,27,0,0,1,1,0,20,0,6,,,,
2020-06-16,Aceh,0,27,1,0,1,1,1,21,-1,5,,,,
2020-06-17,Aceh,10,37,,1,2,,0,21,9,14,,,,
2020-06-18,Aceh,1,38,0.1,0,2,0,0,21,1,15,,,,
2020-06-19,Aceh,0,38,0,0,2,1,0,21,0,15,,,,
2020-06-20,Aceh,1,39,,0,2,1,0,21,1,16,,,,
2020-06-21,Aceh,10,49,10,0,2,1,0,21,10,26,,,,
2020-06-22,Aceh,0,49,0,0,2,1,0,21,0,26,,,,
2020-06-23,Aceh,0,49,1,0,2,1,0,21,0,26,,,,
2020-06-24,Aceh,4,53,,0,2,1,0,21,4,30,,,,
2020-06-25,Aceh,13,66,3.25,0,2,1,0,21,13,43,,,,
2020-06-26,Aceh,3,69,0.23,0,2,1,0,21,3,46,,,,
2020-06-27,Aceh,8,77,2.67,0,2,1,2,23,6,52,,,,
2020-06-28,Aceh,2,79,0.25,0,2,1,3,26,-1,51,,,,
2020-06-29,Aceh,0,79,0,1,3,,0,26,-1,50,,,,
2020-06-30,Aceh,1,80,,0,3,0,1,27,0,50,,,,
2020-07-01,Aceh,6,86,6,0,3,1,5,32,1,51,,,,
2020-07-02,Aceh,0,86,0,0,3,1,0,32,0,51,,,,
2020-07-03,Aceh,1,87,,0,3,1,0,32,1,52,,,,
2020-07-04,Aceh,0,87,0,0,3,1,0,32,0,52,,,,
2020-07-05,Aceh,0,87,1,0,3,1,0,32,0,52,,,,
2020-07-06,Aceh,0,87,1,0,3,1,9,41,-9,43,,,,
2020-07-07,Aceh,1,88,,0,3,1,2,43,-1,42,,,,
2020-07-08,Aceh,1,89,1,0,3,1,9,52,-8,34,,,,
2020-07-09,Aceh,1,90,1,0,3,1,3,55,-2,32,,,,
2020-07-10,Aceh,0,90,0,0,3,1,5,60,-5,27,,,,
2020-07-11,Aceh,9,99,,1,4,,4,64,4,31,,,,
2020-07-12,Aceh,7,106,0.78,0,4,0,0,64,7,38,,,,
2020-07-13,Aceh,0,106,0,1,5,,0,64,-1,37,,,,
2020-07-14,Aceh,4,110,,0,5,0,1,65,3,40,,,,
2020-07-15,Aceh,27,137,6.75,2,7,,1,66,24,64,,,,
2020-07-16,Aceh,3,140,0.11,1,8,0.5,1,67,1,65,,,,
2020-07-17,Aceh,5,145,1.67,0,8,0,0,67,5,70,,,,
2020-07-18,Aceh,0,145,0,0,8,1,0,67,0,70,,,,
2020-07-19,Aceh,1,146,,1,9,,0,67,0,70,,,,
2020-07-20,Aceh,2,148,2,0,9,0,1,68,1,71,,,,
2020-07-21,Aceh,1,149,0.5,0,9,1,5,73,-4,67,,,,
2020-07-22,Aceh,2,151,2,0,9,1,4,77,-2,65,,,,
2020-07-23,Aceh,7,158,3.5,1,10,,1,78,5,70,,,,
2020-07-24,Aceh,4,162,0.57,0,10,0,12,90,-8,62,,,,
2020-07-25,Aceh,6,168,1.5,0,10,1,2,92,4,66,,,,
2020-07-26,Aceh,0,168,0,0,10,1,0,92,0,66,,,,
2020-07-27,Aceh,0,168,1,0,10,1,0,92,0,66,,,,
2020-07-28,Aceh,25,193,,0,10,1,0,92,25,91,,,,
2020-07-29,Aceh,45,238,1.8,3,13,,0,92,42,133,,,,
2020-07-30,Aceh,74,312,1.64,0,13,0,0,92,74,207,,,,
2020-07-31,Aceh,98,410,1.32,0,13,1,0,92,98,305,,,,
2020-08-01,Aceh,0,410,0,1,14,,0,92,-1,304,,,,
2020-08-02,Aceh,21,431,,2,16,2,0,92,19,323,,,,
2020-08-03,Aceh,2,433,0.1,1,17,0.5,0,92,1,324,,,,
2020-08-04,Aceh,7,440,3.5,0,17,0,0,92,7,331,,,,
2020-08-05,Aceh,2,442,0.29,1,18,,0,92,1,332,,,,
2020-08-06,Aceh,41,483,20.5,0,18,0,1,93,40,372,,,,
2020-08-07,Aceh,53,536,1.29,0,18,1,0,93,53,425,,,,
2020-08-08,Aceh,0,536,0,0,18,1,0,93,0,425,,,,
2020-08-09,Aceh,44,580,,1,19,,0,93,43,468,,,,
2020-08-10,Aceh,96,676,2.18,0,19,0,1,94,95,563,,,,
2020-08-11,Aceh,0,676,0,1,20,,0,94,-1,562,,,,
2020-08-12,Aceh,72,748,,2,22,2,98,192,-28,534,,,,
2020-08-13,Aceh,1,749,0.01,1,23,0.5,0,192,0,534,,,,
2020-08-14,Aceh,92,841,92,0,23,0,0,192,92,626,,,,
2020-08-15,Aceh,25,866,0.27,2,25,,0,192,23,649,,,,
2020-08-16,Aceh,11,877,0.44,0,25,0,0,192,11,660,,,,
2020-08-17,Aceh,168,1045,15.27,0,25,1,0,192,168,828,,,,
2020-08-18,Aceh,25,1070,0.15,2,27,,0,192,23,851,,,,
2020-08-19,Aceh,63,1133,2.52,0,27,0,0,192,63,914,,,,
2020-08-20,Aceh,4,1137,0.06,0,27,1,0,192,4,918,,,,
2020-08-21,Aceh,4,1141,1,2,29,,0,192,2,920,,,,
2020-08-22,Aceh,70,1211,17.5,0,29,0,0,192,70,990,,,,
2020-08-23,Aceh,0,1211,0,2,31,,0,192,-2,988,,,,
2020-08-24,Aceh,30,1241,,3,34,1.5,0,192,27,1015,,,,
2020-08-25,Aceh,20,1261,0.67,3,37,1,0,192,17,1032,,,,
2020-08-26,Aceh,30,1291,1.5,0,37,0,0,192,30,1062,,,,
2020-08-27,Aceh,108,1399,3.6,0,37,1,0,192,108,1170,,,,
2020-08-28,Aceh,50,1449,0.46,11,48,,0,192,39,1209,,,,
2020-08-29,Aceh,97,1546,1.94,6,54,0.55,0,192,91,1300,,,,
2020-08-30,Aceh,54,1600,0.56,4,58,0.67,56,248,-6,1294,,,,
2020-08-31,Aceh,33,1633,0.61,2,60,0.5,66,314,-35,1259,,,,
2020-09-01,Aceh,16,1649,0.48,3,63,1.5,82,396,-69,1190,,,,
2020-09-02,Aceh,48,1697,3,3,66,1,1,397,44,1234,,,,
2020-09-03,Aceh,97,1794,2.02,3,69,1,8,405,86,1320,,,,
2020-09-04,Aceh,90,1884,0.93,3,72,1,31,436,56,1376,,,,
2020-09-05,Aceh,61,1945,0.68,1,73,0.33,0,436,60,1436,,,,
2020-09-06,Aceh,78,2023,1.28,2,75,2,0,436,76,1512,,,,
2020-09-07,Aceh,19,2042,0.24,3,78,1.5,0,436,16,1528,,,,
2020-09-08,Aceh,12,2054,0.63,2,80,0.67,58,494,-48,1480,,,,
2020-09-09,Aceh,98,2152,8.17,1,81,0.5,9,503,88,1568,,,,
2020-09-10,Aceh,106,2258,1.08,2,83,2,1,504,103,1671,,,,
2020-09-11,Aceh,145,2403,1.37,2,85,1,2,506,141,1812,,,,
2020-09-12,Aceh,124,2527,0.86,0,85,0,1,507,123,1935,,,,
2020-09-13,Aceh,212,2739,1.71,5,90,,0,507,207,2142,,,,
2020-09-14,Aceh,153,2892,0.72,5,95,1,52,559,96,2238,,,,
2020-09-15,Aceh,140,3032,0.92,6,101,1.2,142,701,-8,2230,,,,
2020-09-16,Aceh,95,3127,0.68,12,113,2,390,1091,-307,1923,,,,
2020-09-17,Aceh,109,3236,1.15,12,125,1,1,1092,96,2019,,,,
2020-09-18,Aceh,116,3352,1.06,4,129,0.33,160,1252,-48,1971,,,,
2020-09-19,Aceh,175,3527,1.51,0,129,0,45,1297,130,2101,,,,
2020-09-20,Aceh,68,3595,0.39,4,133,,0,1297,64,2165,,,,
2020-09-21,Aceh,99,3694,1.46,2,135,0.5,366,1663,-269,1896,,,,
2020-09-22,Aceh,91,3785,0.92,7,142,3.5,95,1758,-11,1885,,,,
2020-09-23,Aceh,50,3835,0.55,3,145,0.43,3,1761,44,1929,,,,
2020-09-24,Aceh,56,3891,1.12,1,146,0.33,115,1876,-60,1869,,,,
2020-09-25,Aceh,91,3982,1.63,2,148,2,1,1877,88,1957,,,,
2020-09-26,Aceh,191,4173,2.1,3,151,1.5,1,1878,187,2144,,,,
2020-09-27,Aceh,73,4246,0.38,5,156,1.67,149,2027,-81,2063,,,,
2020-09-28,Aceh,79,4325,1.08,13,169,2.6,161,2188,-95,1968,,,,
2020-09-29,Aceh,146,4471,1.85,9,178,0.69,120,2308,17,1985,,,,
2020-09-30,Aceh,83,4554,0.57,3,181,0.33,2,2310,78,2063,,,,
2020-10-01,Aceh,112,4666,1.35,3,184,1,158,2468,-49,2014,,,,
2020-10-02,Aceh,188,4854,1.68,6,190,2,0,2468,182,2196,,,,
2020-10-03,Aceh,73,4927,0.39,3,193,0.5,150,2618,-80,2116,,,,
2020-10-04,Aceh,67,4994,0.92,7,200,2.33,187,2805,-127,1989,,,,
2020-10-05,Aceh,70,5064,1.04,6,206,0.86,173,2978,-109,1880,,,,
2020-10-06,Aceh,119,5183,1.7,4,210,0.67,99,3077,16,1896,,,,
2020-10-07,Aceh,72,5255,0.61,2,212,0.5,211,3288,-141,1755,,,,
2020-10-08,Aceh,168,5423,2.33,2,214,1,165,3453,1,1756,,,,
2020-10-09,Aceh,123,5546,0.73,4,218,2,93,3546,26,1782,,,,
2020-10-10,Aceh,98,5644,0.8,2,220,0.5,1,3547,95,1877,,,,
2020-10-11,Aceh,123,5767,1.26,1,221,0.5,0,3547,122,1999,,,,
2020-10-12,Aceh,77,5844,0.63,2,223,2,157,3704,-82,1917,,,,
2020-10-13,Aceh,51,5895,0.66,1,224,0.5,105,3809,-55,1862,,,,
2020-10-14,Aceh,65,5960,1.27,3,227,3,58,3867,4,1866,,,,
2020-10-15,Aceh,117,6077,1.8,2,229,0.67,148,4015,-33,1833,,,,
2020-10-16,Aceh,177,6254,1.51,6,235,3,130,4145,41,1874,,,,
2020-10-17,Aceh,182,6436,1.03,1,236,0.17,130,4275,51,1925,,,,
2020-10-18,Aceh,115,6551,0.63,6,242,6,284,4559,-175,1750,,,,
2020-10-19,Aceh,116,6667,1.01,2,244,0.33,211,4770,-97,1653,,,,
2020-10-20,Aceh,98,6765,0.84,2,246,1,215,4985,-119,1534,,,,
2020-10-21,Aceh,80,6845,0.82,3,249,1.5,0,4985,77,1611,,,,
2020-10-22,Aceh,102,6947,1.28,3,252,1,0,4985,99,1710,,,,
2020-10-23,Aceh,90,7037,0.88,4,256,1.33,3,4988,83,1793,,,,
2020-10-24,Aceh,88,7125,0.98,5,261,1.25,0,4988,83,1876,,,,
2020-10-25,Aceh,87,7212,0.99,2,263,0.4,0,4988,85,1961,,,,
2020-10-26,Aceh,40,7252,0.46,5,268,2.5,0,4988,35,1996,,,,
2020-10-27,Aceh,13,7265,0.33,4,272,0.8,0,4988,9,2005,,,,
2020-10-28,Aceh,74,7339,5.69,4,276,1,0,4988,70,2075,,,,
2020-10-29,Aceh,34,7373,0.46,0,276,0,1,4989,33,2108,,,,
2020-10-30,Aceh,21,7394,0.62,2,278,,0,4989,19,2127,,,,
2020-10-31,Aceh,11,7405,0.52,1,279,0.5,0,4989,10,2137,,,,
2020-11-01,Aceh,20,7425,1.82,0,279,0,0,4989,20,2157,,,,
2020-11-02,Aceh,30,7455,1.5,0,279,1,137,5126,-107,2050,,,,
2020-11-03,Aceh,24,7479,0.8,3,282,,176,5302,-155,1895,,,,
2020-11-04,Aceh,44,7523,1.83,5,287,1.67,174,5476,-135,1760,,,,
2020-11-05,Aceh,35,7558,0.8,1,288,0.2,1,5477,33,1793,,,,
2020-11-06,Aceh,71,7629,2.03,0,288,0,185,5662,-114,1679,,,,
2020-11-07,Aceh,27,7656,0.38,3,291,,80,5742,-56,1623,,,,
2020-11-08,Aceh,26,7682,0.96,0,291,0,251,5993,-225,1398,,,,
2020-11-09,Aceh,3,7685,0.12,0,291,1,201,6194,-198,1200,,,,
2020-11-10,Aceh,29,7714,9.67,1,292,,3,6197,25,1225,,,,
2020-11-11,Aceh,51,7765,1.76,1,293,1,0,6197,50,1275,,,,
2020-11-12,Aceh,32,7797,0.63,0,293,0,0,6197,32,1307,,,,
2020-11-13,Aceh,45,7842,1.41,0,293,1,0,6197,45,1352,,,,
2020-11-14,Aceh,20,7862,0.44,0,293,1,2,6199,18,1370,,,,
2020-11-15,Aceh,49,7911,2.45,0,293,1,0,6199,49,1419,,,,
2020-11-16,Aceh,21,7932,0.43,0,293,1,13,6212,8,1427,,,,
2020-11-17,Aceh,43,7975,2.05,3,296,,28,6240,12,1439,,,,
2020-11-18,Aceh,18,7993,0.42,22,318,7.33,115,6355,-119,1320,,,,
2020-11-19,Aceh,50,8043,2.78,1,319,0.05,0,6355,49,1369,,,,
2020-11-20,Aceh,21,8064,0.42,0,319,0,0,6355,21,1390,,,,
2020-11-21,Aceh,42,8106,2,0,319,1,0,6355,42,1432,,,,
2020-11-22,Aceh,18,8124,0.43,0,319,1,0,6355,18,1450,,,,
2020-11-23,Aceh,30,8154,1.67,0,319,1,2,6357,28,1478,,,,
2020-11-24,Aceh,6,8160,0.2,0,319,1,0,6357,6,1484,,,,
2020-11-25,Aceh,39,8199,6.5,5,324,,139,6496,-105,1379,,,,
2020-11-26,Aceh,24,8223,0.62,5,329,1,27,6523,-8,1371,,,,
2020-11-27,Aceh,21,8244,0.88,1,330,0.2,4,6527,16,1387,,,,
2020-11-28,Aceh,11,8255,0.52,1,331,1,0,6527,10,1397,,,,
2020-11-29,Aceh,27,8282,2.45,4,335,4,25,6552,-2,1395,,,,
2020-11-30,Aceh,10,8292,0.37,1,336,0.25,9,6561,0,1395,,,,
2020-12-01,Aceh,9,8301,0.9,2,338,2,14,6575,-7,1388,,,,
2020-12-02,Aceh,10,8311,1.11,0,338,0,28,6603,-18,1370,,,,
2020-12-03,Aceh,44,8355,4.4,0,338,1,6,6609,38,1408,,,,
2020-12-04,Aceh,14,8369,0.32,6,344,,3,6612,5,1413,,,,
2020-12-05,Aceh,15,8384,1.07,0,344,0,8,6620,7,1420,,,,
2020-12-06,Aceh,38,8422,2.53,0,344,1,118,6738,-80,1340,,,,
2020-12-07,Aceh,4,8426,0.11,0,344,1,5,6743,-1,1339,,,,
2020-12-08,Aceh,18,8444,4.5,1,345,,7,6750,10,1349,,,,
2020-12-09,Aceh,6,8450,0.33,0,345,0,4,6754,2,1351,,,,
2020-12-10,Aceh,8,8458,1.33,1,346,,8,6762,-1,1350,,,,
2020-12-11,Aceh,20,8478,2.5,4,350,4,62,6824,-46,1304,,,,
2020-12-12,Aceh,29,8507,1.45,0,350,0,11,6835,18,1322,,,,
2020-12-13,Aceh,15,8522,0.52,0,350,1,4,6839,11,1333,,,,
2020-12-14,Aceh,4,8526,0.27,2,352,,54,6893,-52,1281,,,,
2020-12-15,Aceh,12,8538,3,2,354,1,86,6979,-76,1205,,,,
2020-12-16,Aceh,8,8546,0.67,0,354,0,6,6985,2,1207,,,,
2020-12-17,Aceh,8,8554,1,0,354,1,8,6993,0,1207,,,,
2020-12-18,Aceh,3,8557,0.38,0,354,1,55,7048,-52,1155,,,,
2020-12-19,Aceh,12,8569,4,0,354,1,6,7054,6,1161,,,,
2020-12-20,Aceh,4,8573,0.33,1,355,,13,7067,-10,1151,,,,
2020-12-21,Aceh,18,8591,4.5,0,355,0,4,7071,14,1165,,,,
2020-12-22,Aceh,29,8620,1.61,0,355,1,9,7080,20,1185,,,,
2020-12-23,Aceh,30,8650,1.03,1,356,,9,7089,20,1205,,,,
2020-12-24,Aceh,14,8664,0.47,1,357,1,13,7102,0,1205,,,,
2020-12-25,Aceh,15,8679,1.07,0,357,0,1,7103,14,1219,,,,
2020-12-26,Aceh,19,8698,1.27,1,358,,6,7109,12,1231,,,,
2020-12-27,Aceh,13,8711,0.68,0,358,0,0,7109,13,1244,,,,
2020-12-28,Aceh,16,8727,1.23,0,358,1,16,7125,0,1244,,,,
2020-12-29,Aceh,9,8736,0.56,0,358,1,4,7129,5,1249,,,,
2020-12-30,Aceh,6,8742,0.67,0,358,1,2,7131,4,1253,,,,
2020-12-31,Aceh,4,8746,0.67,0,358,1,9,7140,-5,1248,,,,
2021-01-01,Aceh,7,8753,1.75,0,358,1,10,7150,-3,1245,,,,
2021-01-02,Aceh,8,8761,1.14,0,358,1,7,7157,1,1246,,,,
2021-01-03,Aceh,2,8763,0.25,0,358,1,0,7157,2,1248,,,,
2021-01-04,Aceh,5,8768,2.5,0,358,1,10,7167,-5,1243,,,,
2021-01-05,Aceh,8,8776,1.6,2,360,,17,7184,-11,1232,,,,
2021-01-06,Aceh,29,8805,3.63,0,360,0,14,7198,15,1247,,,,
2021-01-07,Aceh,31,8836,1.07,3,363,,84,7282,-56,1191,,,,
2021-01-08,Aceh,42,8878,1.35,0,363,0,5,7287,37,1228,,,,
2021-01-09,Aceh,16,8894,0.38,1,364,,7,7294,8,1236,,,,
2021-01-10,Aceh,15,8909,0.94,0,364,0,14,7308,1,1237,,,,
2021-01-11,Aceh,10,8919,0.67,0,364,1,1,7309,9,1246,,,,
2021-01-12,Aceh,48,8967,4.8,4,368,,0,7309,44,1290,,,,
2021-01-13,Aceh,24,8991,0.5,2,370,0.5,5,7314,17,1307,9,9,0,0
2021-01-14,Aceh,11,9002,0.46,2,372,1,13,7327,-4,1303,,,,
2021-01-15,Aceh,16,9018,1.45,1,373,0.5,36,7363,-21,1282,39,48,0,0
2021-01-16,Aceh,17,9035,1.06,1,374,1,1,7364,15,1297,1,49,0,0
2021-01-17,Aceh,18,9053,1.06,0,374,0,0,7364,18,1315,2,51,0,0
2021-01-18,Aceh,2,9055,0.11,3,377,,26,7390,-27,1288,27,78,0,0
2021-01-19,Aceh,16,9071,8,0,377,0,143,7533,-127,1161,20,98,0,0
2021-01-20,Aceh,18,9089,1.13,1,378,,28,7561,-11,1150,43,141,0,0
2021-01-21,Aceh,11,9100,0.61,0,378,0,36,7597,-25,1125,47,188,0,0
2021-01-22,Aceh,15,9115,1.36,0,378,1,6,7603,9,1134,128,316,0,0
2021-01-23,Aceh,11,9126,0.73,0,378,1,2,7605,9,1143,10,326,0,0
2021-01-24,Aceh,18,9144,1.64,0,378,1,2,7607,16,1159,1,327,0,0
2021-01-25,Aceh,0,9144,0,0,378,1,5,7612,-5,1154,80,407,0,0
2021-01-26,Aceh,5,9149,,0,378,1,4,7616,1,1155,113,520,0,0
2021-01-27,Aceh,14,9163,2.8,0,378,1,9,7625,5,1160,129,649,0,0
2021-01-28,Aceh,18,9181,1.29,0,378,1,0,7625,18,1178,145,794,0,0
2021-01-29,Aceh,21,9202,1.17,0,378,1,8,7633,13,1191,56,850,31,31
2021-01-30,Aceh,22,9224,1.05,0,378,1,7,7640,15,1206,24,874,1,32
2021-01-31,Aceh,4,9228,0.18,0,378,1,3,7643,1,1207,26,900,1,33
2021-02-01,Aceh,2,9230,0.5,0,378,1,5,7648,-3,1204,110,1010,0,33
2021-02-02,Aceh,22,9252,11,1,379,,11,7659,10,1214,74,1084,19,52
2021-02-03,Aceh,14,9266,0.64,0,379,0,20,7679,-6,1208,79,1163,32,84
2021-02-04,Aceh,10,9276,0.71,0,379,1,4,7683,6,1214,76,1239,28,112
2021-02-05,Aceh,9,9285,0.9,0,379,1,0,7683,9,1223,55,1294,60,172
2021-02-06,Aceh,13,9298,1.44,0,379,1,8,7691,5,1228,266,1560,11,183
2021-02-07,Aceh,14,9312,1.08,0,379,1,2,7693,12,1240,288,1848,0,183
2021-02-08,Aceh,11,9323,0.79,1,380,,31,7724,-21,1219,587,2435,60,243
2021-02-09,Aceh,47,9370,4.27,0,380,0,1,7725,46,1265,888,3323,53,296
2021-02-10,Aceh,3,9373,0.06,0,380,1,21,7746,-18,1247,7270,10593,102,398
2021-02-11,Aceh,17,9390,5.67,0,380,1,5,7751,12,1259,9131,19724,76,474
2021-02-12,Aceh,8,9398,0.47,0,380,1,0,7751,8,1267,2903,22627,10,484
2021-02-13,Aceh,1,9399,0.13,2,382,,3,7754,-4,1263,4307,26934,13,497
2021-02-14,Aceh,4,9403,4,0,382,0,0,7754,4,1267,1266,28200,0,497
2021-02-15,Aceh,0,9403,0,0,382,1,0,7754,0,1267,7406,35606,98,595
2021-02-16,Aceh,0,9403,1,0,382,1,0,7754,0,1267,2896,38502,71,666
2021-02-17,Aceh,0,9403,1,0,382,1,0,7754,0,1267,2045,40547,57,723
2021-02-18,Aceh,32,9435,,0,382,1,5,7759,27,1294,1838,42385,63,786
2021-02-19,Aceh,13,9448,0.41,0,382,1,9,7768,4,1298,1663,44048,78,864
2021-02-20,Aceh,8,9456,0.62,0,382,1,18,7786,-10,1288,349,44397,106,970
2021-02-21,Aceh,1,9457,0.13,0,382,1,0,7786,1,1289,31,44428,92,1062
2021-02-22,Aceh,1,9458,1,0,382,1,5,7791,-4,1285,785,45213,498,1560
2021-02-23,Aceh,29,9487,29,0,382,1,7,7798,22,1307,553,45766,554,2114
2021-02-24,Aceh,26,9513,0.9,0,382,1,8,7806,18,1325,518,46284,2150,4264
2021-02-25,Aceh,10,9523,0.38,1,383,,0,7806,9,1334,609,46893,5021,9285
2021-02-26,Aceh,8,9531,0.8,0,383,0,21,7827,-13,1321,488,47381,4955,14240
2021-02-27,Aceh,3,9534,0.38,1,384,,8,7835,-6,1315,109,47490,2522,16762
2021-02-28,Aceh,7,9541,2.33,0,384,0,0,7835,7,1322,15,47505,596,17358
2021-03-01,Aceh,2,9543,0.29,0,384,1,16,7851,-14,1308,1118,48623,7413,24771
2021-03-02,Aceh,14,9557,7,0,384,1,4,7855,10,1318,1284,49907,3812,28583
2021-03-03,Aceh,13,9570,0.93,3,387,,6,7861,4,1322,855,50762,2854,31437
2021-03-04,Aceh,10,9580,0.77,0,387,0,2,7863,8,1330,500,51262,1740,33177
2021-03-05,Aceh,9,9589,0.9,0,387,1,4,7867,5,1335,371,51633,1503,34680
2021-03-06,Aceh,16,9605,1.78,0,387,1,18,7885,-2,1333,73,51706,338,35018
